Tanggal,Mata Uang,Event,Aktual
2023-05-01,USD,ISM Manufacturing PMI  (Apr),47.1
2023-05-03,USD,ADP Nonfarm Employment Change  (Apr),296K
2023-05-03,USD,ISM Non-Manufacturing PMI  (Apr),51.9
2023-05-04,USD,FOMC Statement,
2023-05-04,USD,Fed Interest Rate Decision,5.25%
2023-05-04,USD,Continuing Jobless Claims,"1,805K"
2023-05-04,USD,Initial Jobless Claims,242K
2023-05-05,USD,Nonfarm Payrolls  (Apr),253K
2023-05-05,USD,Private Nonfarm Payrolls  (Apr),230K
2023-05-05,USD,U6 Unemployment Rate  (Apr),6.6%
2023-05-05,USD,Unemployment Rate  (Apr),3.4%
2023-05-10,EUR,German CPI (MoM)  (Apr),0.4%
2023-05-10,EUR,German CPI (YoY)  (Apr),7.2%
2023-05-10,USD,Core CPI (MoM)  (Apr),0.4%
2023-05-10,USD,Core CPI (YoY)  (Apr),5.5%
2023-05-10,USD,CPI (YoY)  (Apr),4.9%
2023-05-10,USD,CPI (MoM)  (Apr),0.4%
2023-05-11,CNY,CPI (YoY)  (Apr),0.1%
2023-05-11,CNY,CPI (MoM)  (Apr),-0.1%
2023-05-11,GBP,BoE Interest Rate Decision  (May),4.50%
2023-05-11,USD,Continuing Jobless Claims,"1,813K"
2023-05-11,USD,Initial Jobless Claims,264K
2023-05-12,GBP,GDP (MoM)  (Mar),-0.3%
2023-05-12,GBP,GDP (QoQ)  (Q1),0.1%
2023-05-12,GBP,GDP (YoY)  (Q1),0.2%
2023-05-12,GBP,Monthly GDP 3M/3M Change  (Mar),0.1%
2023-05-12,GBP,NIESR Monthly GDP Tracker,0.1%
2023-05-16,CNY,Chinese Unemployment Rate  (Apr),5.2%
2023-05-16,GBP,Employment Change 3M/3M (MoM)  (Mar),182K
2023-05-16,GBP,Unemployment Rate  (Mar),3.9%
2023-05-17,JPY,GDP (QoQ)  (Q1),0.4%
2023-05-17,JPY,GDP (YoY)  (Q1),1.6%
2023-05-17,JPY,GDP Price Index (YoY)  (Q1),2.1%
2023-05-18,USD,Continuing Jobless Claims,"1,799K"
2023-05-18,USD,Initial Jobless Claims,242K
2023-05-19,JPY,National Core CPI (YoY)  (Apr),3.4%
2023-05-19,JPY,National CPI (MoM),0.6%
2023-05-22,CNY,PBoC Loan Prime Rate,3.65%
2023-05-23,JPY,BoJ Core CPI (YoY),3.0%
2023-05-24,GBP,CPI (YoY)  (Apr),8.7%
2023-05-24,GBP,CPI (MoM)  (Apr),1.2%
2023-05-24,GBP,CPIH (YoY),7.8%
2023-05-25,EUR,German GDP (QoQ)  (Q1),-0.3%
2023-05-25,EUR,German GDP (YoY)  (Q1),-0.2%
2023-05-25,USD,Continuing Jobless Claims,"1,794K"
2023-05-25,USD,Core PCE Prices  (Q1),5.00%
2023-05-25,USD,GDP (QoQ)  (Q1),1.3%
2023-05-25,USD,GDP Price Index (QoQ)  (Q1),4.1%
2023-05-25,USD,Initial Jobless Claims,229K
2023-05-26,JPY,Tokyo Core CPI (YoY)  (May),3.2%
2023-05-26,USD,Core PCE Price Index (YoY)  (Apr),4.7%
2023-05-26,USD,Core PCE Price Index (MoM)  (Apr),0.4%
2023-05-26,USD,PCE Price index (YoY)  (Apr),4.4%
2023-05-26,USD,PCE price index (MoM)  (Apr),0.4%
2023-05-31,CNY,Chinese Composite PMI  (May),52.9
2023-05-31,CNY,Manufacturing PMI  (May),48.8
2023-05-31,CNY,Non-Manufacturing PMI  (May),54.5
2023-05-31,EUR,German Unemployment Change  (May),9K
2023-05-31,EUR,German Unemployment Rate  (May),5.6%
2023-05-31,EUR,German CPI (MoM)  (May),-0.1%
2023-05-31,EUR,German CPI (YoY)  (May),6.1%
2023-05-31,USD,Chicago PMI  (May),40.4
2023-06-01,USD,ADP Nonfarm Employment Change  (May),278K
2023-06-01,USD,Continuing Jobless Claims,"1,795K"
2023-06-01,USD,Initial Jobless Claims,232K
2023-06-01,USD,ISM Manufacturing PMI  (May),46.9
2023-06-02,USD,Nonfarm Payrolls  (May),339K
2023-06-02,USD,Private Nonfarm Payrolls  (May),283K
2023-06-02,USD,U6 Unemployment Rate  (May),6.7%
2023-06-02,USD,Unemployment Rate  (May),3.7%
2023-06-05,CNY,Chinese Composite PMI,55.6
2023-06-05,USD,ISM Non-Manufacturing PMI  (May),50.3
2023-06-08,JPY,GDP (YoY)  (Q1),2.7%
2023-06-08,JPY,GDP (QoQ)  (Q1),0.7%
2023-06-08,JPY,GDP Price Index (YoY)  (Q1),2.0%
2023-06-08,USD,Continuing Jobless Claims,"1,757K"
2023-06-08,USD,Initial Jobless Claims,261K
2023-06-09,CNY,CPI (MoM)  (May),-0.2%
2023-06-09,CNY,CPI (YoY)  (May),0.2%
2023-06-13,EUR,German CPI (MoM)  (May),-0.1%
2023-06-13,EUR,German CPI (YoY)  (May),6.1%
2023-06-13,GBP,Employment Change 3M/3M (MoM)  (Apr),250K
2023-06-13,GBP,Unemployment Rate  (Apr),3.8%
2023-06-13,USD,Core CPI (MoM)  (May),0.4%
2023-06-13,USD,Core CPI (YoY)  (May),5.3%
2023-06-13,USD,CPI (YoY)  (May),4.0%
2023-06-13,USD,CPI (MoM)  (May),0.1%
2023-06-14,GBP,GDP (MoM)  (Apr),0.2%
2023-06-14,GBP,Monthly GDP 3M/3M Change  (Apr),0.1%
2023-06-14,GBP,NIESR Monthly GDP Tracker,0.0%
2023-06-15,CNY,Chinese Unemployment Rate  (May),5.2%
2023-06-15,USD,Interest Rate Projection - 1st Yr  (Q2),4.6%
2023-06-15,USD,Interest Rate Projection - 2nd Yr  (Q2),3.4%
2023-06-15,USD,Interest Rate Projection - Current  (Q2),5.6%
2023-06-15,USD,Interest Rate Projection - Longer  (Q2),2.5%
2023-06-15,USD,FOMC Statement,
2023-06-15,USD,Fed Interest Rate Decision,5.25%
2023-06-15,USD,Continuing Jobless Claims,"1,775K"
2023-06-15,USD,Initial Jobless Claims,262K
2023-06-16,JPY,BoJ Interest Rate Decision,-0.10%
2023-06-16,JPY,BoJ Monetary Policy Statement,
2023-06-20,CNY,PBoC Loan Prime Rate,3.55%
2023-06-21,GBP,CPI (MoM)  (May),0.7%
2023-06-21,GBP,CPI (YoY)  (May),8.7%
2023-06-21,GBP,CPIH (YoY),7.9%
2023-06-22,GBP,BoE Interest Rate Decision  (Jun),5.00%
2023-06-22,USD,Continuing Jobless Claims,"1,759K"
2023-06-22,USD,Initial Jobless Claims,264K
2023-06-23,JPY,National Core CPI (YoY)  (May),3.2%
2023-06-23,JPY,National CPI (MoM),0.0%
2023-06-27,JPY,BoJ Core CPI (YoY),3.1%
2023-06-29,EUR,German CPI (YoY)  (Jun),6.4%
2023-06-29,EUR,German CPI (MoM)  (Jun),0.3%
2023-06-29,USD,Continuing Jobless Claims,"1,742K"
2023-06-29,USD,Core PCE Prices  (Q1),4.90%
2023-06-29,USD,GDP (QoQ)  (Q1),2.0%
2023-06-29,USD,GDP Price Index (QoQ)  (Q1),4.1%
2023-06-29,USD,Initial Jobless Claims,239K
2023-06-30,CNY,Chinese Composite PMI  (Jun),52.3
2023-06-30,CNY,Manufacturing PMI  (Jun),49.0
2023-06-30,CNY,Non-Manufacturing PMI  (Jun),53.2
2023-06-30,EUR,German Unemployment Change  (Jun),28K
2023-06-30,EUR,German Unemployment Rate  (Jun),5.7%
2023-06-30,GBP,GDP (YoY)  (Q1),0.2%
2023-06-30,GBP,GDP (QoQ)  (Q1),0.1%
2023-06-30,JPY,Tokyo Core CPI (YoY)  (Jun),3.2%
2023-06-30,USD,Core PCE Price Index (YoY)  (May),4.6%
2023-06-30,USD,Core PCE Price Index (MoM)  (May),0.3%
2023-06-30,USD,PCE Price index (YoY)  (May),3.8%
2023-06-30,USD,PCE price index (MoM)  (May),0.1%
2023-06-30,USD,Chicago PMI  (Jun),41.5
2023-07-03,USD,ISM Manufacturing PMI  (Jun),46.0
2023-07-05,CNY,Chinese Composite PMI,52.5
2023-07-06,USD,ADP Nonfarm Employment Change  (Jun),497K
2023-07-06,USD,Continuing Jobless Claims,"1,720K"
2023-07-06,USD,Initial Jobless Claims,248K
2023-07-06,USD,ISM Non-Manufacturing PMI  (Jun),53.9
2023-07-07,USD,Nonfarm Payrolls  (Jun),209K
2023-07-07,USD,Private Nonfarm Payrolls  (Jun),149K
2023-07-07,USD,U6 Unemployment Rate  (Jun),6.9%
2023-07-07,USD,Unemployment Rate  (Jun),3.6%
2023-07-10,CNY,CPI (YoY)  (Jun),0.0%
2023-07-10,CNY,CPI (YoY)  (Jun),0.0%
2023-07-11,EUR,German CPI (YoY)  (Jun),6.4%
2023-07-11,EUR,German CPI (MoM)  (Jun),0.3%
2023-07-11,GBP,Employment Change 3M/3M (MoM)  (May),102K
2023-07-11,GBP,Unemployment Rate  (May),4.0%
2023-07-12,USD,Core CPI (YoY)  (Jun),4.8%
2023-07-12,USD,Core CPI (MoM)  (Jun),0.2%
2023-07-12,USD,CPI (MoM)  (Jun),0.2%
2023-07-12,USD,CPI (YoY)  (Jun),3.0%
2023-07-13,GBP,GDP (MoM)  (May),-0.1%
2023-07-13,GBP,Monthly GDP 3M/3M Change  (May),0.0%
2023-07-13,GBP,NIESR Monthly GDP Tracker,0.0%
2023-07-13,GBP,NIESR GDP Estimate,0.0%
2023-07-13,USD,Continuing Jobless Claims,"1,729K"
2023-07-13,USD,Initial Jobless Claims,237K
2023-07-17,CNY,GDP (YoY)  (Q2),6.3%
2023-07-17,CNY,GDP (QoQ)  (Q2),0.8%
2023-07-17,CNY,Chinese GDP YTD  (YoY)  (Q2),5.5%
2023-07-17,CNY,Chinese Unemployment Rate  (Jun),5.2%
2023-07-19,GBP,CPI (MoM)  (Jun),0.1%
2023-07-19,GBP,CPI (YoY)  (Jun),7.9%
2023-07-19,GBP,CPIH (YoY),7.3%
2023-07-20,CNY,PBoC Loan Prime Rate,3.55%
2023-07-20,USD,Continuing Jobless Claims,"1,754K"
2023-07-20,USD,Initial Jobless Claims,228K
2023-07-21,JPY,National Core CPI (YoY)  (Jun),3.3%
2023-07-21,JPY,National CPI (MoM),0.2%
2023-07-25,JPY,BoJ Core CPI (YoY),3.0%
2023-07-27,USD,FOMC Statement,
2023-07-27,USD,Fed Interest Rate Decision,5.50%
2023-07-27,USD,Continuing Jobless Claims,"1,690K"
2023-07-27,USD,Core PCE Prices  (Q2),3.80%
2023-07-27,USD,GDP (QoQ)  (Q2),2.4%
2023-07-27,USD,GDP Price Index (QoQ)  (Q2),2.2%
2023-07-27,USD,Initial Jobless Claims,221K
2023-07-28,EUR,German GDP (YoY)  (Q2),-0.2%
2023-07-28,EUR,German GDP (QoQ)  (Q2),0.0%
2023-07-28,EUR,German CPI (YoY)  (Jul),6.2%
2023-07-28,EUR,German CPI (MoM)  (Jul),0.3%
2023-07-28,JPY,Tokyo Core CPI (YoY)  (Jul),3.0%
2023-07-28,JPY,BoJ Monetary Policy Statement,
2023-07-28,JPY,BoJ Interest Rate Decision,-0.10%
2023-07-28,USD,Core PCE Price Index (YoY)  (Jun),4.1%
2023-07-28,USD,Core PCE Price Index (MoM)  (Jun),0.2%
2023-07-28,USD,PCE Price index (YoY)  (Jun),3.0%
2023-07-28,USD,PCE price index (MoM)  (Jun),0.2%
2023-07-31,CNY,Chinese Composite PMI  (Jul),51.1
2023-07-31,CNY,Manufacturing PMI  (Jul),49.3
2023-07-31,CNY,Non-Manufacturing PMI  (Jul),51.5
2023-07-31,USD,Chicago PMI  (Jul),42.8
2023-08-01,EUR,German Unemployment Change  (Jul),-4K
2023-08-01,EUR,German Unemployment Rate  (Jul),5.6%
2023-08-01,USD,ISM Manufacturing PMI  (Jul),46.4
2023-08-02,USD,ADP Nonfarm Employment Change  (Jul),324K
2023-08-03,GBP,BoE Interest Rate Decision  (Aug),5.25%
2023-08-03,USD,Continuing Jobless Claims,"1,700K"
2023-08-03,USD,Initial Jobless Claims,227K
2023-08-03,USD,ISM Non-Manufacturing PMI  (Jul),52.7
2023-08-04,USD,Nonfarm Payrolls  (Jul),187K
2023-08-04,USD,Private Nonfarm Payrolls  (Jul),172K
2023-08-04,USD,U6 Unemployment Rate  (Jul),6.7%
2023-08-04,USD,Unemployment Rate  (Jul),3.5%
2023-08-08,EUR,German CPI (YoY)  (Jul),6.2%
2023-08-08,EUR,German CPI (MoM)  (Jul),0.3%
2023-08-09,CNY,CPI (YoY)  (Jul),-0.3%
2023-08-09,CNY,CPI (MoM)  (Jul),0.2%
2023-08-10,USD,Continuing Jobless Claims,"1,684K"
2023-08-10,USD,Core CPI (YoY)  (Jul),4.7%
2023-08-10,USD,Core CPI (MoM)  (Jul),0.2%
2023-08-10,USD,CPI (MoM)  (Jul),0.2%
2023-08-10,USD,CPI (YoY)  (Jul),3.2%
2023-08-10,USD,Initial Jobless Claims,248K
2023-08-11,GBP,GDP (MoM)  (Jun),0.5%
2023-08-11,GBP,GDP (QoQ)  (Q2),0.2%
2023-08-11,GBP,GDP (YoY)  (Q2),0.4%
2023-08-11,GBP,Monthly GDP 3M/3M Change  (Jun),0.2%
2023-08-11,GBP,NIESR Monthly GDP Tracker,0.3%
2023-08-11,GBP,NIESR GDP Estimate,0.3%
2023-08-15,CNY,Chinese Unemployment Rate  (Jul),5.3%
2023-08-15,GBP,Employment Change 3M/3M (MoM)  (Jun),-66K
2023-08-15,GBP,Unemployment Rate  (Jun),4.2%
2023-08-15,JPY,GDP (YoY)  (Q2),6.0%
2023-08-15,JPY,GDP (QoQ)  (Q2),1.5%
2023-08-15,JPY,GDP Price Index (YoY)  (Q2),3.4%
2023-08-16,GBP,CPI (YoY)  (Jul),6.8%
2023-08-16,GBP,CPI (MoM)  (Jul),-0.4%
2023-08-16,GBP,CPIH (YoY),6.4%
2023-08-17,USD,Continuing Jobless Claims,"1,716K"
2023-08-17,USD,Initial Jobless Claims,239K
2023-08-18,JPY,National Core CPI (YoY)  (Jul),3.1%
2023-08-18,JPY,National CPI (MoM),0.4%
2023-08-21,CNY,China Loan Prime Rate 5Y  (Aug),4.20%
2023-08-21,CNY,PBoC Loan Prime Rate,3.45%
2023-08-22,JPY,BoJ Core CPI (YoY),3.3%
2023-08-24,USD,Continuing Jobless Claims,"1,702K"
2023-08-24,USD,Initial Jobless Claims,230K
2023-08-25,EUR,German GDP (QoQ)  (Q2),0.0%
2023-08-25,EUR,German GDP (YoY)  (Q2),-0.2%
2023-08-25,JPY,Tokyo Core CPI (YoY)  (Aug),2.8%
2023-08-30,EUR,German CPI (MoM)  (Aug),0.3%
2023-08-30,EUR,German CPI (YoY)  (Aug),6.1%
2023-08-30,USD,ADP Nonfarm Employment Change  (Aug),177K
2023-08-30,USD,Core PCE Prices  (Q2),3.70%
2023-08-30,USD,GDP (QoQ)  (Q2),2.1%
2023-08-30,USD,GDP Price Index (QoQ)  (Q2),2.0%
2023-08-31,CNY,Chinese Composite PMI  (Aug),51.3
2023-08-31,CNY,Manufacturing PMI  (Aug),49.7
2023-08-31,CNY,Non-Manufacturing PMI  (Aug),51.0
2023-08-31,EUR,German Unemployment Change  (Aug),18K
2023-08-31,EUR,German Unemployment Rate  (Aug),5.7%
2023-08-31,USD,Continuing Jobless Claims,"1,725K"
2023-08-31,USD,Core PCE Price Index (YoY)  (Jul),4.2%
2023-08-31,USD,Core PCE Price Index (MoM)  (Jul),0.2%
2023-08-31,USD,Initial Jobless Claims,228K
2023-08-31,USD,PCE price index (MoM)  (Jul),0.2%
2023-08-31,USD,PCE Price index (YoY)  (Jul),3.3%
2023-08-31,USD,Chicago PMI  (Aug),48.7
2023-09-01,USD,Nonfarm Payrolls  (Aug),187K
2023-09-01,USD,Private Nonfarm Payrolls  (Aug),179K
2023-09-01,USD,U6 Unemployment Rate  (Aug),7.1%
2023-09-01,USD,Unemployment Rate  (Aug),3.8%
2023-09-01,USD,ISM Manufacturing PMI  (Aug),47.6
2023-09-05,CNY,Chinese Composite PMI,51.7
2023-09-06,USD,ISM Non-Manufacturing PMI  (Aug),54.5
2023-09-07,USD,Continuing Jobless Claims,"1,679K"
2023-09-07,USD,Initial Jobless Claims,216K
2023-09-08,EUR,German CPI (YoY)  (Aug),6.1%
2023-09-08,EUR,German CPI (MoM)  (Aug),0.3%
2023-09-08,JPY,GDP (YoY)  (Q2),4.8%
2023-09-08,JPY,GDP (QoQ)  (Q2),1.2%
2023-09-08,JPY,GDP Price Index (YoY)  (Q2),3.5%
2023-09-09,CNY,CPI (MoM)  (Aug),0.3%
2023-09-09,CNY,CPI (YoY)  (Aug),0.1%
2023-09-12,GBP,Employment Change 3M/3M (MoM)  (Jul),-207K
2023-09-12,GBP,Unemployment Rate  (Jul),4.3%
2023-09-13,GBP,GDP (MoM)  (Jul),-0.5%
2023-09-13,GBP,Monthly GDP 3M/3M Change  (Jul),0.2%
2023-09-13,GBP,NIESR Monthly GDP Tracker,0.2%
2023-09-13,GBP,NIESR GDP Estimate,0.2%
2023-09-13,USD,Core CPI (MoM)  (Aug),0.3%
2023-09-13,USD,Core CPI (YoY)  (Aug),4.3%
2023-09-13,USD,CPI (YoY)  (Aug),3.7%
2023-09-13,USD,CPI (MoM)  (Aug),0.6%
2023-09-14,USD,Continuing Jobless Claims,"1,688K"
2023-09-14,USD,Initial Jobless Claims,220K
2023-09-15,CNY,Chinese Unemployment Rate  (Aug),5.2%
2023-09-20,CNY,China Loan Prime Rate 5Y  (Sep),4.20%
2023-09-20,CNY,PBoC Loan Prime Rate,3.45%
2023-09-20,GBP,CPI (YoY)  (Aug),6.7%
2023-09-20,GBP,CPI (MoM)  (Aug),0.3%
2023-09-20,GBP,CPIH (YoY),6.3%
2023-09-21,GBP,BoE Interest Rate Decision  (Sep),5.25%
2023-09-21,USD,Interest Rate Projection - 1st Yr  (Q3),5.1%
2023-09-21,USD,Interest Rate Projection - 2nd Yr  (Q3),3.9%
2023-09-21,USD,Interest Rate Projection - 3rd Yr  (Q3),2.9%
2023-09-21,USD,Interest Rate Projection - Current  (Q3),5.6%
2023-09-21,USD,Interest Rate Projection - Longer  (Q3),2.5%
2023-09-21,USD,FOMC Statement,
2023-09-21,USD,Fed Interest Rate Decision,5.50%
2023-09-21,USD,Continuing Jobless Claims,"1,662K"
2023-09-21,USD,Initial Jobless Claims,201K
2023-09-22,JPY,National Core CPI (YoY)  (Aug),3.1%
2023-09-22,JPY,National CPI (MoM),0.2%
2023-09-22,JPY,BoJ Interest Rate Decision,-0.10%
2023-09-22,JPY,BoJ Monetary Policy Statement,
2023-09-26,JPY,BoJ Core CPI (YoY),3.3%
2023-09-28,EUR,German CPI (YoY)  (Sep),4.5%
2023-09-28,EUR,German CPI (MoM)  (Sep),0.3%
2023-09-28,USD,Continuing Jobless Claims,"1,670K"
2023-09-28,USD,Core PCE Prices  (Q2),3.70%
2023-09-28,USD,GDP (QoQ)  (Q2),2.1%
2023-09-28,USD,GDP Price Index (QoQ)  (Q2),1.7%
2023-09-28,USD,Initial Jobless Claims,204K
2023-09-29,EUR,German Unemployment Change  (Sep),10K
2023-09-29,EUR,German Unemployment Rate  (Sep),5.7%
2023-09-29,GBP,GDP (QoQ)  (Q2),0.2%
2023-09-29,GBP,GDP (YoY)  (Q2),0.6%
2023-09-29,JPY,Tokyo Core CPI (YoY)  (Sep),2.5%
2023-09-29,USD,Core PCE Price Index (MoM)  (Aug),0.1%
2023-09-29,USD,Core PCE Price Index (YoY)  (Aug),3.9%
2023-09-29,USD,PCE price index (MoM)  (Aug),0.4%
2023-09-29,USD,PCE Price index (YoY)  (Aug),3.5%
2023-09-29,USD,Chicago PMI  (Sep),44.1
2023-09-30,CNY,Chinese Composite PMI  (Sep),52.0
2023-09-30,CNY,Manufacturing PMI,50.2
2023-09-30,CNY,Non-Manufacturing PMI  (Sep),51.7
2023-10-02,USD,ISM Manufacturing PMI  (Sep),49.0
2023-10-04,USD,ADP Nonfarm Employment Change  (Sep),89K
2023-10-04,USD,ISM Non-Manufacturing PMI  (Sep),53.6
2023-10-05,USD,Continuing Jobless Claims,"1,664K"
2023-10-05,USD,Initial Jobless Claims,207K
2023-10-06,USD,Nonfarm Payrolls  (Sep),336K
2023-10-06,USD,Private Nonfarm Payrolls  (Sep),263K
2023-10-06,USD,U6 Unemployment Rate  (Sep),7.0%
2023-10-06,USD,Unemployment Rate  (Sep),3.8%
2023-10-11,EUR,German CPI (YoY)  (Sep),4.5%
2023-10-11,EUR,German CPI (MoM)  (Sep),0.3%
2023-10-12,GBP,GDP (MoM)  (Aug),0.2%
2023-10-12,GBP,Monthly GDP 3M/3M Change  (Aug),0.3%
2023-10-12,GBP,NIESR GDP Estimate,-0.1%
2023-10-12,GBP,NIESR Monthly GDP Tracker,-0.1%
2023-10-12,USD,Continuing Jobless Claims,"1,702K"
2023-10-12,USD,Core CPI (MoM)  (Sep),0.3%
2023-10-12,USD,Core CPI (YoY)  (Sep),4.1%
2023-10-12,USD,CPI (MoM)  (Sep),0.4%
2023-10-12,USD,CPI (YoY)  (Sep),3.7%
2023-10-12,USD,Initial Jobless Claims,209K
2023-10-13,CNY,CPI (MoM)  (Sep),0.2%
2023-10-13,CNY,CPI (YoY)  (Sep),0.0%
2023-10-18,CNY,GDP (QoQ)  (Q3),1.3%
2023-10-18,CNY,GDP (YoY)  (Q3),4.9%
2023-10-18,CNY,Chinese GDP YTD  (YoY)  (Q3),5.2%
2023-10-18,CNY,Chinese Unemployment Rate  (Sep),5.0%
2023-10-18,GBP,CPI (YoY)  (Sep),6.7%
2023-10-18,GBP,CPI (MoM)  (Sep),0.5%
2023-10-18,GBP,CPIH (YoY),6.3%
2023-10-19,USD,Continuing Jobless Claims,"1,734K"
2023-10-19,USD,Initial Jobless Claims,198K
2023-10-20,CNY,China Loan Prime Rate 5Y  (Oct),4.20%
2023-10-20,CNY,PBoC Loan Prime Rate,3.45%
2023-10-20,JPY,National Core CPI (YoY)  (Sep),2.8%
2023-10-20,JPY,National CPI (MoM),0.3%
2023-10-24,GBP,Employment Change 3M/3M (MoM)  (Aug),-82K
2023-10-24,GBP,Unemployment Rate  (Aug),4.2%
2023-10-24,JPY,BoJ Core CPI (YoY),3.4%
2023-10-26,USD,Continuing Jobless Claims,"1,790K"
2023-10-26,USD,Core PCE Prices  (Q3),2.40%
2023-10-26,USD,GDP (QoQ)  (Q3),4.9%
2023-10-26,USD,GDP Price Index (QoQ)  (Q3),3.5%
2023-10-26,USD,Initial Jobless Claims,210K
2023-10-27,JPY,Tokyo Core CPI (YoY)  (Oct),2.7%
2023-10-27,USD,Core PCE Price Index (MoM)  (Sep),0.3%
2023-10-27,USD,Core PCE Price Index (YoY)  (Sep),3.7%
2023-10-27,USD,PCE price index (MoM)  (Sep),0.4%
2023-10-27,USD,PCE Price index (YoY)  (Sep),3.4%
2023-10-28,USD,Atlanta Fed GDPNow  (Q4),2.3%
2023-10-30,EUR,German GDP (YoY)  (Q3),-0.3%
2023-10-30,EUR,German GDP (QoQ)  (Q3),-0.1%
2023-10-30,EUR,German CPI (YoY)  (Oct),3.8%
2023-10-30,EUR,German CPI (MoM)  (Oct),0.0%
2023-10-31,CNY,Chinese Composite PMI  (Oct),50.7
2023-10-31,CNY,Manufacturing PMI  (Oct),49.5
2023-10-31,CNY,Non-Manufacturing PMI  (Oct),50.6
2023-10-31,JPY,BoJ Monetary Policy Statement,
2023-10-31,JPY,BoJ Interest Rate Decision,-0.10%
2023-10-31,USD,Chicago PMI  (Oct),44.0
2023-11-01,USD,ADP Nonfarm Employment Change  (Oct),113K
2023-11-01,USD,ISM Manufacturing PMI  (Oct),46.7
2023-11-02,EUR,German Unemployment Change  (Oct),30K
2023-11-02,EUR,German Unemployment Rate  (Oct),5.8%
2023-11-02,GBP,BoE Interest Rate Decision  (Nov),5.25%
2023-11-02,USD,Atlanta Fed GDPNow  (Q4),1.2%
2023-11-02,USD,FOMC Statement,
2023-11-02,USD,Fed Interest Rate Decision,5.50%
2023-11-02,USD,Continuing Jobless Claims,"1,818K"
2023-11-02,USD,Initial Jobless Claims,217K
2023-11-03,USD,Nonfarm Payrolls  (Oct),150K
2023-11-03,USD,Private Nonfarm Payrolls  (Oct),99K
2023-11-03,USD,U6 Unemployment Rate  (Oct),7.2%
2023-11-03,USD,Unemployment Rate  (Oct),3.9%
2023-11-03,USD,ISM Non-Manufacturing PMI  (Oct),51.8
2023-11-07,USD,Atlanta Fed GDPNow  (Q4),2.1%
2023-11-08,EUR,German CPI (MoM)  (Oct),0.0%
2023-11-08,EUR,German CPI (YoY)  (Oct),3.8%
2023-11-08,USD,Atlanta Fed GDPNow  (Q4),2.1%
2023-11-09,CNY,CPI (YoY)  (Oct),-0.2%
2023-11-09,CNY,CPI (MoM)  (Oct),-0.1%
2023-11-09,USD,Continuing Jobless Claims,"1,834K"
2023-11-09,USD,Initial Jobless Claims,217K
2023-11-10,GBP,GDP (YoY)  (Q3),0.6%
2023-11-10,GBP,GDP (QoQ)  (Q3),0.0%
2023-11-10,GBP,GDP (MoM)  (Sep),0.2%
2023-11-10,GBP,Monthly GDP 3M/3M Change  (Sep),0.0%
2023-11-10,GBP,NIESR GDP Estimate,0.1%
2023-11-10,GBP,NIESR Monthly GDP Tracker,0.1%
2023-11-14,GBP,Employment Change 3M/3M (MoM)  (Sep),54K
2023-11-14,GBP,Unemployment Rate  (Sep),4.2%
2023-11-14,USD,Core CPI (YoY)  (Oct),4.0%
2023-11-14,USD,Core CPI (MoM)  (Oct),0.2%
2023-11-14,USD,CPI (YoY)  (Oct),3.2%
2023-11-14,USD,CPI (MoM)  (Oct),0.0%
2023-11-15,CNY,Chinese Unemployment Rate  (Oct),5.0%
2023-11-15,GBP,CPI (YoY)  (Oct),4.6%
2023-11-15,GBP,CPI (MoM)  (Oct),0.0%
2023-11-15,GBP,CPIH (YoY),4.7%
2023-11-15,JPY,GDP (QoQ)  (Q3),-0.5%
2023-11-15,JPY,GDP (YoY)  (Q3),-2.1%
2023-11-15,JPY,GDP Price Index (YoY)  (Q3),5.1%
2023-11-16,USD,Atlanta Fed GDPNow  (Q4),2.2%
2023-11-16,USD,Continuing Jobless Claims,"1,865K"
2023-11-16,USD,Initial Jobless Claims,231K
2023-11-17,USD,Atlanta Fed GDPNow  (Q4),2.0%
2023-11-20,CNY,China Loan Prime Rate 5Y  (Nov),4.20%
2023-11-20,CNY,PBoC Loan Prime Rate,3.45%
2023-11-22,USD,Continuing Jobless Claims,"1,840K"
2023-11-22,USD,Initial Jobless Claims,209K
2023-11-22,USD,Atlanta Fed GDPNow  (Q4),2.1%
2023-11-24,EUR,German GDP (QoQ)  (Q3),-0.1%
2023-11-24,EUR,German GDP (YoY)  (Q3),-0.4%
2023-11-24,JPY,National Core CPI (YoY)  (Oct),2.9%
2023-11-24,JPY,National CPI (MoM),0.7%
2023-11-28,JPY,BoJ Core CPI (YoY),3.0%
2023-11-29,EUR,German CPI (YoY)  (Nov),3.2%
2023-11-29,EUR,German CPI (MoM)  (Nov),-0.4%
2023-11-29,USD,Core PCE Prices  (Q3),2.30%
2023-11-29,USD,GDP (QoQ)  (Q3),5.2%
2023-11-29,USD,GDP Price Index (QoQ)  (Q3),3.5%
2023-11-30,CNY,Chinese Composite PMI  (Nov),50.4
2023-11-30,CNY,Manufacturing PMI  (Nov),49.4
2023-11-30,CNY,Non-Manufacturing PMI  (Nov),50.2
2023-11-30,EUR,German Unemployment Change  (Nov),22K
2023-11-30,EUR,German Unemployment Rate  (Nov),5.9%
2023-11-30,USD,Continuing Jobless Claims,"1,927K"
2023-11-30,USD,Core PCE Price Index (MoM)  (Oct),0.2%
2023-11-30,USD,Core PCE Price Index (YoY)  (Oct),3.5%
2023-11-30,USD,Initial Jobless Claims,218K
2023-11-30,USD,PCE price index (MoM)  (Oct),0.0%
